query,label,paraphrase
به مقالات علمی دانشکده از کجا میتونم دسترسی پیدا کنم؟,3,
چجوری تایم قرض گرفتن کتابو تمدید کنم؟,3,
سرویس بهداشتی کجای ساختمانه,2,
آمفی تئاتر کجاست,2,
دانشکده تا چه,2,
دفتر ریاست دانشکده کجاست,2,
افراد غیر دانشکده میتونن داخل لابی بشینن,2,
دوره رهنما کالج کجا برگزار میشه,2,
برای مهمان شدن در این دانشکده کجا باید برم,2,
اتاق جلسات کجا است,2,
کجا میتوانم غذایم را,2,
لابی دانشکده کجاست,2,
اتاق دکتر شمس فرد کجاست,2,
جشن یلدا کجا برگزار میشه,2,
دوره رهنما کالج کجا برگزار میشه,2,
آبسردکن کجاست,2,
نزدیک ترین بوفه کجاست,2,
سلف دانشگاه کجاست,2,
درمانگاه کجاست,2,
برا عضوت در انجمن علمی کجا باید برم,2,
زمان رای گیری انجمن,2,
اتاق بازی کجاست؟,2,
لابی اضافه کنید,4,
آسانسور تا لابی نمیره,4,
کیفیت غذای سلف پایینه,4,
اتاق بازی و فوتبال دستیو برگردونید.,4,
نمازخونه بوی بدی میده,4,
درسای اختیاری بیشتری ارائه بدید,4,
برگرداندن گرایش به رشته کامپیوتر,4,
به نظرسنجی اساتید توجه کنید,4,
فاصله بین دو ترم رو بیشتر کنید,4,
مسابقات رو بیشتر کنید,4,
جشن بیشتری برگزار کنید,4,
فرجه نداریم,4,
زمان برای پروژه,4,
اردو های دانشجویی برگزار کنید,4,
رفتار مسئولین اموزش خوب نیست,4,
صندلی های کلاس ها خوب نیستن,4,
سرویس های بهداشتی تمیز نیستن,4,
فاصله بین دو ترم رو بیشتر کنید,4,
ظرفیت بیشتری برای درس ها در انتخاب واحد در نظر گرفته بشه,4,
درس ها انحصاری نشوند و توسط چند استاد ارائه شوند,4,
هوا بارونیه یا افتابی؟,5,
جای پارک وجود داره یا نه؟,5,
میشه ماشین اورد تو دانشگاه یا نه؟,5,
دانشگاه جمعه ها بازه یا نه؟,5,
سالن فوتبال بازه یا نه؟,5,
تا خوابگاه با تاکسی میگیرن؟,5,
سرویس دانشگاه کجاست؟,5,
کارت آسانسور از کجا میتونم بیارم؟,5,
ساختمون IT کجاست؟,5,
هوا امروز آلوده,5,
دانشگاه برا آلودگی تعطیله یا نه؟,5,
از چه دری به دانشکده کامپیوتر نزدیک,5,
حذف پزشکی به چه شکله؟,5,
از کجا میتونیم وام دانشجویی بگیریم؟,5,
چجوری میتونم کمد بگیرم تو دانشگاه,5,
ایا میتونیم با هزینه خودمون یه رشته دیگه هم بخونیم همزمان؟,5,
میتونیم یه درسو دوبار برداریم؟,5,
شورای صنفی داریم یا نه؟,5,
همایش دکتر حائری کجاست؟,5,
معافیت تحصیلی تا کیه؟,5,
برای ثبت نام باید کجا برم؟,1,
برای ثبت نام به چه چیزی نیاز دارم,1,
انتخاب واحد کی هست,1,
تاریخ انتخاب واحد,1,
حذف و اضافه کی هست,1,
چند تا درس میشه حذف کرد,1,
انتخاب واحد ترم تابستون کی هست,1,
به ازای هر واحد چه مقدار باید پول بدیم تو ترم تابستون,1,
برنامه کلاس ها کجاست,1,
ریز پردازنده رو این ترم چه استادی ارايه میده,1,
معدل الف از چه نمره ایی به بالا محسوب میشه,1,
حذف ترم میشه کرد,1,
غیبت های موجه رو چجوری رفع کنیم,1,
برنامه امتحانتات کی هست,1,
فرجه داریم,1,
انتخاب واحد ترم بعد کی هست,1,
از ها ارايه میشن,1,
تا کی وقت داریم مدارکمون رو تکمیل کنیم,1,
چند تا غیبت مجازه؟,1,
استاد نیومدن یه ربع میتونیم بریم,1,
کلاس 101 کجاست,2,
لابی کجاست,2,
دستشویی کجاست,2,
نمازخونه کجاست,2,
بوفه کجاست,2,
کلاس 102 کجاست,2,
گرم کن غذا کجاست,2,
میز تنیس کجاست,2,
انجمن علمی کجاست,2,
کلاس 103 کجاست,2,
اموزش کجاست,2,
سایت کجاست,2,
اتاق استاد ملک کجاست,2,
اتاق استاد شمس کجاست,2,
اتاق استاد جهانیان کجاست,2,
اتاق استاد علی اکبری کجاست,2,
اتاق استاد وحیدی کجاست,2,
کلاس 105 کجاست,2,
امفی کجاست,2,
در خروج کجاست,2,
ابنتو داره سیستم ها,3,
ابنتو چجوری نصب کنم,3,
مدل سیم داره سیستم,3,
کوارتوس دار سیستم,3,
رمز سیستم چیه,3,
یوزر نیم سیستم چیه,3,
تا ساعت چند هستین,3,
پرینت هم دارین؟,3,
کتاب خوب برای ریاضی 1,3,
کتاب خوب برای ریاضی 2,3,
کتاب برای کامپایلر دارین؟,3,
کتاب پدرونی هست؟,3,
مهلت بازگردوندن کتاب چقدره؟,3,
سایت کتابخونه چی بود؟,3,
چجوری میشه تمدید کرد؟,3,
کتاب فارسی عمومی دارید؟,3,
کتبخونه تا کی باز هست؟,3,
کتابخونه کی باز میشه؟,3,
چند تا کتاب میشه قرض گرفت؟,3,
جریمه دیر کرد کتاب چقدره؟,3,
لطفا فضای لابی را برگردانید,4,
لطفا یک وندینگ ماشین در زیرزمین بدارید,4,
فضای گرمایشی در فصل سرما در راهرو ها مناسب نیست,4,
لطفا درسی را بایک استاد ارايه ندهید,4,
کلاس 104 کجاست,2,
کلاس 105 کجاست,2,
کلاس 106 کجاست,2,
اسانسور کجاست,2,
بسیج کجاست,2,
انجمن رباتیک کجاست,2,
وندینگ ماشین کجاست,2,
ازمایشگاه کجاست,2,
کلاس 107 کجاست,2,
کلاس 108 کجاست,2,
کلاس 109 کجاست,2,
کلاس 110 کجاست,2,
اموزش برق کجاست,2,
تابلو اعلانات کجاست,2,
بوفه حقوق کجاست,2,
با اتوبوس میشه رفت تجریش؟,5,
استخر کی باز هست؟,5,
بوفه مرکزی تا کی باز هست؟,5,
سالن داشنگاه رو چجوری میشه گرفت؟,5,
مرکز خوابگاه ها کجاست؟,5,
خوابگاه کجاست؟,5,
استخر کجاست؟,5,
فردا تعطیله؟,5,
تاریخ امروز؟,5,
امروز چند شنبس؟,5,
نزدیک ترین راه به مترو,5,
مسجد کجاست,5,
تایم اتوبوس ها چیه؟,5,
جمعه ها دانشگاه بازه؟,5,
سالن دانشگاه کجاست؟,5,
دانشکده زمین شناسی کجاست,5,
دروس عمومی کجا ارايه میشه,5,
دانشکده ادبیات کجاست,5,
تاکسی داخل دانشگاه کجاست,5,
نانوای کجاست,5,
آیا در این طبقه نمازخانه هست؟,1,
آیا امکان تمدید مهلت حذف و اضافه هست؟,1,
آیا پس از حذف و اضافه امکان حذف وجود دارد؟,1,
آیا پس از حذف اخذ دوباره درس پولی میشود؟,1,
چند عملیات در زمان حذف و اضافه مجاز است؟,1,
در صورت حذف درس در تابستان شهریه برگردانده میشود؟,1,
تسهیلات استعداد درخشان چیست؟,1,
شرایط ارشد مستقیم چیست؟,1,
چرا گلستان اجازه ی برداشتن این گروه را نمیدهد؟,1,
در صورت الف شدن معدل چه اتفاقی میافتد؟,1,
کجا میتوانم دکتر شمش فرد را پیدا کنم؟,1,
مهلت حذف تک درس تا کی است؟,1,
شرایط حذف پزشکی چیست؟,1,
چگونه میتوانم ترم را حذف کنم؟,1,
فرصت تحویل مدارک برای ورودی های جدید تا چه زمانیست؟,1,
شرایط اخذ دوره ی کهاد چیست؟,1,
حداقل ظرفیت برای تشکیل کلاس چه قدر است؟,1,
آیا امکان تشکیل گروه درسی دیگری برای درس ریاضی ۱ وجود دارد؟,1,
انتخاب واحد دورودی ۹۸ چه زمان است؟,1,
تایید انتخاب واحد تا کی زمان دارد؟,1,
بوفه ی دانشکده کجاست؟,2,
کجا میتوانم پرینت بگیرم؟,2,
نمازخانه کجاست؟,2,
کتابخانه کجاست؟,2,
نزدیکترین بوفه نسبت به دانشکده کجاست؟,2,
کارگاه کامپیوتر کجا برگزار میشود؟,2,
محل تشکیل کلاس مبانی کامپیوتر کجا است؟,2,
کلاس ۰۰۳ کجاست؟,2,
کجا میتوانم استاد راهنما را پیدا کنم؟,2,
سلف مرکزی کجاست؟,2,
کتابخانه مرکزی کجاست؟,2,
معاون آموزشی را کجا پیدا کنم؟,2,
محل تشکیل امتحان,1,
محل لابی کجاست؟,2,
اتاق بازی کجاست؟,2,
فوتبال دستی کجاست؟,2,
امتحانای این ترم حضوریه؟,1,
پس دانشگاه کی حضوری میشه؟,5,
آموزش کجاست؟,2,
دانشکده ریاضی چه قدر فاصله دارد؟,2,
آیا کتاب مبانی برنامه نویسی را دارید؟,3,
مهلت برگرداندن کتاب چه قدر است؟,3,
برای عضویت در کتابخانه حق عضویت لازم است؟,3,
آیا کامپیوتری با سیستم لینوکس هست؟,3,
آخرین چاپ کتاب الگوریتم را دارید؟,3,
ویرایش هشتم فیزیک هالیدی را دارید؟,3,
