id,query,label
2091,آزمایشگاه ها در دانشکده طبقه چندم هستند؟,2
2092,نزدیک ترین بوفه کجاست,2
2093,آیا در این ایام کرونا دانشکده تعطیله؟,2
2094,دانشجویان روزانه که دارای تعهد خدمت می باشند به چه صورت می توانند دانشنامه دریافت نمایند؟,1
2095,کلاس 108 کجاست,2
2096,چجوری میشه بدون سنوات ترمی رو حذف کرد ؟,1
2097,سامانه گلستان کنده,4
2098,در دانشکده هیچ فضایی جهت استراحت دانشجویان در نظر نگرفتین.,4
2099,یه میز لابی شکسته اگه می شه درستش کنید.,4
2100,ببخشید استاد راهنمای من چه کسی هستند؟,1
2101,آموزش کل کجا قرار دارد؟,2
2102,چند تا غیبت مجازه؟,1
2103,لطفا تعداد آبخوری ها را افزایش دهید.,4
2104,آیا می توانیم پروژه های گروهی را در سایت دانشکده انجام دهیم؟,3
2105,کجا میتونم دکتر عطارزاده را ببینم؟,2
2106,چرا لابی نداریم؟,4
2107,آیا ترجمه ی فارسی هم را دارید؟,3
2108,به مقالات علمی دانشکده از کجا میتونم دسترسی پیدا کنم؟,3
2109,آیا حذف ترم شرایطی دارد؟,1
2110,اتاق بازی چه بازی هایی داره ؟,2
2111,آسانسور خراب است.,4
2112,نحوه انتخاب واحد چگونه است؟,1
2113,سیستم ها وبکم داره؟,3
2114,کی برای زمان بندی مسئوله؟,2
2115,فلان استاد اعتراض ها رو اصلا نمیبینه,4
2116,منبع امتحانی هوش مصنوهی کدام کتاب هست؟,3
2117,بازه امتحانات پایان ترم نیمسال دوم تحصیلی 1400 چگونه است؟,1
2118,اگر مشروط شوم چند واحد می توانم اخذ کنم؟,1
2119,میتونیم از سایت برای برگذاری مسابقه استفاده کنیم؟,3
2120,در سیستم گلستان اجازه دیدن رتبه معدل هر شخص را به او بدهید.,4
2121,چطور می تونم مدرک آزاد کنم؟,1
2122,چگونه می توانم فلان کتاب را پیدا کنم ؟,3
2123,سالن فوتبال بازه یا نه؟,5
2124,جریمه هم داریم؟,3
2125,باید نظرسنجی اساتید رو پر کنیم ؟,1
2126,اتاق بازی را درست نمیکنید؟,4
2127,کتاب هوش دارید؟,3
2128,کجا میتوانم معماون اموزشی دانشکده کامپیوتر را ببینم؟,2
2129,رتبه من بین هم ورودی هایم چنده؟,1
2130,از کجا می توان کارت دانشجویی تهیه کرد؟,2
2131,کدوم دانشکده به دانشکمون نزدیکتره؟,5
2132,برای ثبت نام باید کجا برم؟,1
2133,کمیته انضباطی در کدام طبقه است؟,2
2134,چرا وظایف استاد راهنما ها و نحوه بهره بردن از آن ها را به ما نمیگویید؟,4
2135,امتحانات کی شروع میشه؟,1
2136,دیپلم را تا کی میتوانیم تحویل دهیم؟,1
2137,لطفا زمان استراحت بین دو ترم را بیشتر کنید.,4
2138,سیستم ها به اینترنت وصل هستند؟,3
2139,کتابی که از کتابخونه دانشکده گرفتم را به کتابخانه مرکزی میتوانم تحویل دهم؟,3
2140,از اینجا چجوری میشه رفت گالریا؟,5
2141,آیا میشه کتاب سفارش داد که برامون بیارین؟,3
2142,اتاق دکتر شمس فرد کدام طبقه است؟,2
2143,چند نوع درس داریم ؟,1
2144,تاریخ حذف و اضافه این ترم تا کی است؟,1
2145,یکی از میز های لابی شکسته لطفا آن را تعمیر کنید.,4
2146,کلاس های قبل از عید تا چه زمانی برگزار می شوند؟,1
2147,شبکه های تلفن همراه در دانشگاه با اختلال مواجه است,4
2148,نحوه انجام انتخاب واحد چگونه است؟,1
2149,داشتن ددلاین در ایام امتحانات درست نیست.,4
2150,ایا می توانم روی کامپیوتر سایت چیزی ذخیره کنم؟,3
2151,شرایط معرفی به استاد چیست؟,1
2152,چرا پله های دانشکده کثیف است؟,4
2153,برای معافیت سربازی کجا باید برم؟,1
2154,چرا دانشگاه ما شورای صنفی ندارد؟,4
2155,کسی خودکار من را دیده؟,5
2156,قفسه ی ریاضایات کجاست؟,3
2157,مدارک ثبت نام؟,1
2158,آیا می توانم در یک ترم کمتر از دوازده واحد اخذ کنم؟,1
2159,آخرین چاپ کتاب هوش مال چه زمانیه؟,3
2160,اتاق رییس دانشکده کجاست؟,2
2161,کدام در دانشگاه به دانشکده نزدیکتره؟,2
2162,این ترم درس نظریه بازی ها ارائه میشه؟,1
2163,نمره دروس افتاده هم در معدل حساب میشود؟,1
2164,دانشگاه برا آلودگی تعطیله یا نه؟,5
2165,با چه خودکاری باید امتحان را بنویسیم؟,5
2166,در انتخاب واحد زیر 12 واحد به من رسیده، چه کار کنم؟,1
2167,ریاضی 1 رو چه افرادی ارائه میدهند؟,1
2168,رضایت دانشجو ها از دانشکده چقدره؟,5
2169,برنامه کلاس ها کجاست,1
2170,آسانسور فقط برای اساتیده؟,2
2171,دانشگاه چه ساعتی باز میکند؟,2
2172,آیا امکان برداشت دروس عمومی در ترم یک وجود دارد ؟,1
2173,دانشکده بوفه دارد؟,2
2174,حداقل تعداد واحد ها در یک ترم ؟,1
2175,اتوبوس خوابگاه کی حرکت میکند؟,2
2176,در چه سایتی انتخاب واحد انجام میشود ؟,1
2177,اتاق فلان استاد کجاس ؟,2
2178,بعد از فارغ تحصیلی کجا می توان شروع به کار کرد؟,5
2179,امسال ورودی ها بیش از حده,4
2180,چجوری از سرور دانشگاه استفاده کنم؟,3
2181,سایت دانشکده چه زمانی باز می باشد؟,3
2182,صندلی های کلاس ها خوب نیستن,4
2183,اگر نظر سنجی اساتید را انجام ندم مشکلی پیش می آد؟,1
2184,بیوگرافی اساتید رو کجا میشه مطالعه کرد؟,5
2185,اگه ارزشیابی اساتید انجام ندیم چی میشه؟,1
2186,یوزرنیم سیستم های سایت چی هست؟,3
2187,چگونه یک پزشک خوب باشیم؟,5
2188,مهلت پس دادن کتاب های امانت گرفته شده چقدر است؟,3
2189,لطفا تعداد آبخوری های طبقات را بیشتر کنید.,4
2190,مدرک دیپلمم رو کجا باید تحویل بدم؟,1
2191,نمازخانه کجا است ؟,2
2192,اخرین مهلت حذف چه موقع است؟,1
2193,اگر درسی بیوفتیم و ترم بعد نمره مناسب کسب کنیم تاثیر آن نمره افتاده در معدل چگونه است ؟,1
2194,چطور میتوان یک ترم مرخصی گرفت؟,1
2195,خواهشا ترم بعد کلاس ها رو نیمه حضوری کنید.,4
2196,تابلو اعلانات کجاست؟,2
2197,ظرفیت سایت چقدره؟,2
2198,شروع ترم از چه زمانی است؟,1
2199,ویندوز ورژن چند نصب داریم رو کامپیوترا؟,3
2200,از کجا کارنامه رسمی بگیرم؟,1
2201,کجا می تونم کپی بگیرم؟,2
2202,فقط بهشتی برای دروس حذف شده شهریه میگیرد,4
2203,شرایط برداشتن بیشتر از 140 واحد چیه؟,1
2204,جشن یلدا کجا برگزار میشه,2
2205,چرا لابی رو به مرکز رشد اجاره دادین؟,4
2206,اتاق استاد ملک کجاست,2
2207,ثبت,1
2208,آموزش کل کجاست؟,2
2209,بوفه حقوق چرا بسته شد؟,4
2210,چه اساتیدی این ترم درس برنامه نویسی پیشرفته را ارائه می دهند؟,1
2211,وسایل اتاق بازی نیاز به تعمیر دارند.,4
2212,چند بار میتوان یک کتاب را تمدید کرد؟,3
2213,چند ترم می,1
2214,چقدر سهمیه اینترنت دارم؟,3
2215,چگونه به کرونا مبتلا نشویم ؟,5
2216,اگه یک درس رو بیفتیم و ترم بعدی پاس کنیم، کدوم نمره وارد کارنامه میشه؟,1
2217,میشه ظرفیت درس نظریه رو زیاد کنید؟,4
2218,نزدیک ترین بوفه به دانشکده کجاست؟,2
2219,اگه نتونم هشت ترمه تموم کنم چی میشه ؟,1
2220,آیا موتور بیشتر ا250 سی سی میتوان به دانشگاه آورد ؟,5
2221,کلاس ها در فصل زمستان سیستم گرمایشی مناسبی ندارند.,4
2222,آب خوری دانشکده کجا هست؟,2
2223,دستشویی کجاست؟,2
2224,می شه رو سیستم های سایت یه OS جدید نصب کنم؟,3
2225,ترموکوبل چیست,5
2226,دانشکده روانشناسی کجاست,2
2227,جریمه دیرکرد تحویل کتاب چقدر هست؟,3
2228,حدودا چند ماشین در دانشگاه رفت و آمد دارند؟,5
2229,تا کی می شه از سایت استفاده کرد؟,2
2230,تاریخ شروع امتحانات کی است؟,1
2231,اتاق اساتید کجا میشه؟,2
2232,کجای باید برم برای ثبت نام ؟,1
2233,احرین چاپ کتاب هوش را دارید؟,3
2234,چرا ابتدای ورود به دانشگاه در رابطه با استعداد درخشان توضیحاتی داده نمی شود؟,4
2235,چه سوال هایی رو می تونی جواب بدی؟,5
2236,بهتر است در نظر سنجی اساتید گزینه های دیگری هم اضافه شود,4
2237,حذف تک درس تا کی زمان دارد؟,1
2238,جریمه ها چگونه محاسبه میشوند؟,3
2239,امروز چندم است؟,5
2240,فشار تمرین ها خیلی بالاس.,4
2241,درس هایی که توی چارت جدید نیست رو حتما باید این ترم برداریم؟,1
2242,فلان کتاب رو دارید ؟,3
2243,نمره درس مدرسه تکمیلی قبول و مردود هست یا نمره دارد؟,1
2244,شرایط حذف ترم؟,1
2245,چطوری میشه اینجا مهمان شد ؟,1
2246,اگه نظرسنجی رو پر نکرده باشیم نمیشه انتخاب واحد کرد؟,1
2247,ساعت کاری کتابخانه؟,2
2248,آیا برای استفاده از کتابخانه عضویت نیاز است؟,2
2249,دستیار استاد بودن چه تاثیری دارد؟,5
